loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),deviceOrientation(Z)
1,116345.394209917,-0.013580322265625,-0.003326416015625,-1.00289916992188,116345.382277917,0.010475277831718,0.060627128531763,0.007923703191313,116345.377333917,-1.80507112618398,-0.023555591962868,0.008596766083646,0.000512952916324,0.041508618742228,-0.00201846845448,0.001732476055622,0.00800156686455,-0.00272524356842,-0.00658091949299,-0.010671101510525,-0.784870207309723,0.61953341960907,-0.023552542552352,-0.00859666056931,-0.999685645103455,0,0,0,-1,5
2,116345.453875125,-0.015655517578125,-0.006790161132813,-0.996612548828125,116345.451891125,0.013705425917875,-0.008755674715854,0.011891546899422,116345.446947125,-1.80534871503052,-0.022811358446494,0.008575460748247,0.001934518106282,-0.006545018404722,0.000932899303734,0.004467476159334,0.002975380048156,0.004143357276917,-0.006296904291958,-0.010431327857077,-0.78495854139328,0.619428515434265,-0.022808540612459,-0.008575355634093,-0.999703049659729,0,0,0,-1,5
3,116345.513537125,-0.02044677734375,-0.003433227539063,-1.01107788085938,116345.486712125,0.010726680238621,0.008338357373038,0.015154451866987,116345.481738125,-1.80531131361534,-0.022866551468073,0.008557136007114,-0.000140351243317,-0.001191532006487,0.003076476976275,0.004690503701568,0.003643702715635,-0.008308887481689,-0.006324048154056,-0.01044134888798,-0.784946739673615,0.619442939758301,-0.022863721475005,-0.008557031862438,-0.999701976776123,0,0,0,-1,5
4,116345.573199125,-0.0211181640625,-0.003326416015625,-0.995315551757812,116345.556322125,0.011747469884449,0.004065581720115,0.013003949286748,116345.551348125,-1.80505016919869,-0.022825973601098,0.008515069393812,-0.000142214819789,-0.002250937512144,0.000930235721171,0.001216718927026,0.004685011692345,0.003823101520538,-0.00631979200989,-0.010413097217679,-0.784865915775299,0.619545996189117,-0.022823164239526,-0.00851496681571,-0.999703228473663,0,0,0,-1,5
5,116345.632891125,-0.02197265625,-0.006362915039063,-1.00566101074219,116345.625933125,0.011714180370823,0.000873516837546,0.010846522487675,116345.620959125,-1.8052813238288,-0.022751741978817,0.008544319293227,-9.88058745861053E-05,-0.001170759438537,-0.003345469012856,0.001371385529637,0.000930078327656,0.00243604183197,-0.006282801739872,-0.010400854051113,-0.784937798976898,0.619455456733704,-0.0227489490062,-0.008544215001166,-0.999704718589783,0,0,0,-1,5
6,116345.692553125,-0.016082763671875,0.003814697265625,-0.993560791015625,116345.660723125,0.017051155195341,0.001854092750913,0.015195997179992,116345.690539125,-1.80515627772784,-0.02279503985055,0.008487795780675,0.001709480769932,-0.0204176902771,0.004071168601513,0.001857185736299,0.023761741816998,-0.006612956523895,-0.006316654849797,-0.010392477735877,-0.784898817539215,0.619504570960999,-0.022792244330049,-0.008487693965435,-0.99970418214798,0,0,0,-1,5
7,116345.752215125,-0.018707275390625,-0.012527465820313,-1.00859069824219,116345.730334125,0.010714163381498,0.00515667881872,0.009786051741605,116345.725359125,-1.80513820456464,-0.022853747458991,0.008522846128612,0.002080991864204,0.001996005419642,-0.002233332954347,0.008004125207663,-0.002478843554854,-0.011558413505554,-0.006328742485493,-0.010424474254251,-0.784893095493317,0.619511127471924,-0.02285092882812,-0.008522743359208,-0.999702572822571,0,0,0,-1,5
8,116345.811877125,-0.018173217773438,-0.01458740234375,-1.00607299804688,116345.799944125,0.013811686045369,-0.003410177775846,0.007638212322456,116345.794970125,-1.80526441418469,-0.022690621834535,0.008625567575248,0.005414204671979,0.009424094110727,-0.00429728301242,0.006574548780918,-0.001933621242642,0.003642141819,-0.006233557127416,-0.01041386090219,-0.784932911396027,0.619462013244629,-0.022687830030918,-0.008625460788608,-0.999705374240875,0,0,0,-1,5
9,116345.871539125,-0.023635864257813,0.002471923828125,-1.00299072265625,116345.869555125,0.007468302644909,0.004123105999661,0.012953881858255,116345.864581125,-1.80510364073797,-0.022830107279901,0.008469962195529,-0.002164886333048,0.005245594773442,-0.000125974416733,0.00199905782938,0.005952160805464,-0.0016850233078,-0.00633566826582,-0.01039650849998,-0.784882366657257,0.619525134563446,-0.022827304899693,-0.008469861000776,-0.999703526496887,0,0,0,-1,5
10,116345.931200125,-0.02044677734375,-0.00177001953125,-1.002197265625,116345.904375125,0.012782107967944,-0.000200269713974,0.008712797822303,116345.899371125,-1.805160076036,-0.022804445758207,0.008439357035734,0.000908135436475,-0.005450459197164,-0.003355323337018,-0.003321390599012,0.013123705051839,0.004037857055664,-0.006335370242596,-0.010376370511949,-0.784899890422821,0.619503438472748,-0.022801658138633,-0.008439256809652,-0.999704360961914,0,0,0,-1,5
11,116345.990862125,-0.0172119140625,-0.011459350585938,-1.00297546386719,116345.973986125,0.011731757234017,0.002999252019647,0.012998356648459,116345.968981125,-1.80533622723003,-0.022685550267123,0.008649691880049,0.003143859095871,0.001978162210435,-0.001150491647422,0.007423967123032,0.00056242570281,-0.001744270324707,-0.006224468816072,-0.010421534068883,-0.784955203533173,0.619433641433716,-0.022682756185532,-0.008649583905935,-0.99970531463623,0,0,0,-1,5
12,116346.050524125,-0.017364501953125,-0.005157470703125,-1.00143432617188,116346.043597125,0.010655041205298,0.003010170980117,0.014056164233438,116346.038592125,-1.80512338609353,-0.022766270992226,0.008431005445651,-0.001210142858326,-0.001177150988951,0.003063960000873,0.004224065691233,-0.00093799084425,-0.001591682434082,-0.006322786211967,-0.010361384600401,-0.784888625144959,0.619518041610718,-0.022763496264815,-0.008430905640125,-0.99970531463623,0,0,0,-1,5
13,116346.110186125,-0.022659301757813,0.001998901367188,-1.00100708007813,116346.078356125,0.012818593274878,0.000876446314745,0.005507417134284,116346.108202125,-1.80532954201686,-0.022731417303765,0.008495982570571,0.000950213521719,-0.001195526798256,-0.000121979042888,-6.79902732372284E-05,0.011715485714376,-0.002781629562378,-0.006290048826486,-0.010375438258052,-0.784952700138092,0.619436860084534,-0.022728638723493,-0.008495880290866,-0.99970555305481,0,0,0,-1,5
14,116346.169848125,-0.016952514648438,-0.01019287109375,-1.00100708007813,116346.147967125,0.011740545665614,0.004062119610698,0.014074273728851,116346.143023125,-1.80520803412041,-0.022746211417061,0.008528366993761,0.000960865989327,0.000926746055484,0.003100179135799,0.000541884452105,0.006666691042483,-0.002675414085388,-0.006285191513598,-0.010393111035228,-0.784915089607239,0.61948436498642,-0.022743422538042,-0.008528263308108,-0.999704957008362,0,0,0,-1,5
15,116346.229510125,-0.019302368164063,-0.0067138671875,-1.00358581542969,116346.217577125,0.011709120364751,0.001929460209762,0.014063088452273,116346.212634125,-1.80518525377936,-0.022760134665639,0.008501561902162,-0.002266085706651,-0.001155845588073,0.000910794362426,0.006491478532553,-0.004590582102537,-0.000478208065033,-0.006298841442913,-0.010386976413429,-0.784907937049866,0.619493365287781,-0.022757347673178,-0.00850145984441,-0.999704897403717,0,0,0,-1,5
16,116346.289172125,-0.022216796875,0.001922607421875,-0.998626708984375,116346.287188125,0.011736817240088,0.001943308647431,0.009781790683861,116346.282244125,-1.80530601581772,-0.022751636279369,0.008500614316851,-0.000128366984427,-0.002244013361633,-0.001210412941873,0.00082197226584,0.010423119179905,0.000239133834839,-0.006296426523477,-0.010383591987193,-0.784945368766785,0.619446039199829,-0.022748852148652,-0.008500511758029,-0.999705076217651,0,0,0,-1,5
17,116346.348833125,-0.017929077148438,-0.007049560546875,-1.00338745117188,116346.322009125,0.011679559276652,0.00085620629046,0.016198144698189,116346.317034125,-1.80528718526901,-0.022768400471641,0.008493193653768,-0.000133426859975,-0.001188069931231,0.002006152644753,0.001891588792205,0.010049488395453,-0.002095758914948,-0.00630520703271,-0.0103859314695,-0.784939467906952,0.619453370571137,-0.022765612229705,-0.008493091911078,-0.999704778194428,0,0,0,-1,5
18,116346.408492542,-0.017303466796875,-0.008026123046875,-1.00032043457031,116346.391619125,0.01179274362298,0.006205165339885,0.010874485679121,116346.386645125,-1.80529225914153,-0.022735323966026,0.008587709858046,0.002065279521048,0.000929675530642,-0.002238925546408,0.005886822938919,-0.000384563580155,-0.002706170082092,-0.006262974347919,-0.010412762872875,-0.78494131565094,0.619450986385345,-0.022732527926564,-0.008587604388595,-0.999704718589783,0,0,0,-1,5
19,116346.468185542,-0.021575927734375,-0.000839233398438,-1.0023193359375,116346.461227542,0.011738681452851,0.003002714129064,0.011928032206356,116346.456252542,-1.80525260935174,-0.022782575927831,0.008452690640444,-0.000145705416799,-0.00221461057663,-0.000144043937325,0.002577155828476,0.005461866036057,0.000193059444427,-0.006323139183223,-0.0103745367378,-0.784928619861603,0.619466960430145,-0.022779790684581,-0.00845258962363,-0.999704778194428,0,0,0,-1,5
20,116346.527847542,-0.020370483398438,-0.005386352539063,-0.999618530273438,116346.496017542,0.011745605671686,0.003006176238481,0.010857707764253,116346.525832542,-1.8053206909841,-0.02274121308722,0.008514882909286,0.002034092321992,0.000952154397964,0.000968092121184,0.002139063552022,0.00489844661206,-0.000325322151184,-0.006287993397564,-0.010385917499662,-0.784949958324432,0.619440138339996,-0.022738428786397,-0.008514779619873,-0.999705195426941,0,0,0,-1,5
21,116346.587508542,-0.017562866210938,-0.008056640625,-1.00080871582031,116346.565627542,0.012799684831139,0.001925465468127,0.010864631983087,116346.560653542,-1.80531745061144,-0.022701851262552,0.008572718984063,0.000978148542345,0.000973459798843,-0.001185073517263,0.004464812576771,0.002087628468871,-0.001301467418671,-0.006254612933844,-0.010396433994174,-0.78494918346405,0.619441270828247,-0.022699067369104,-0.008572613820434,-0.999705612659454,0,0,0,-1,5
22,116346.647170542,-0.018325805664063,-0.003204345703125,-1.00126647949219,116346.635238542,0.010684602293398,0.004083424899419,0.011921107987522,116346.630264542,-1.80525900259095,-0.022773266388658,0.00845528477125,-0.002269576303661,-0.001119518652558,-0.000163485296071,0.00372751429677,0.002427963539958,-0.001363158226013,-0.00631871400401,-0.010372650809586,-0.784930646419525,0.619464576244354,-0.022770484909415,-0.008455184288323,-0.999704957008362,0,0,0,-1,5
23,116346.706832542,-0.020782470703125,-0.000961303710938,-1.00039672851563,116346.704849542,0.012803413256665,0.004044276431394,0.015157115028077,116346.699874542,-1.80536279339148,-0.022741028539082,0.008487422978,-0.00014197640121,-9.57995653152466E-05,0.004148439504206,-7.36396759748459E-05,0.00810585077852,-0.001789927482605,-0.006296644918621,-0.010374951176345,-0.784962952136993,0.619423806667328,-0.022738249972463,-0.008487321436405,-0.99970543384552,0,0,0,-1,5
24,116346.766494542,-0.017715454101563,-0.008941650390625,-1.0003662109375,116346.739669542,0.010686466506161,0.005142830381052,0.014067349510017,116346.734664542,-1.80526812441235,-0.02275190520293,0.008506027761623,0.000917162746191,-0.002232453553006,0.000938797369599,0.002088718116283,0.006217107176781,5.59687614440918E-05,-0.006294659804553,-0.010385919362307,-0.784933626651764,0.619460761547089,-0.022749118506909,-0.008505925536156,-0.999705016613007,0,0,0,-1,5
25,116346.826156542,-0.019744873046875,-0.0042724609375,-1.00286865234375,116346.809280542,0.010700314943829,0.005149754599886,0.011926700625811,116346.804275542,-1.80526069912821,-0.022753397213087,0.008520430691916,-0.001192860305309,-0.001130437478423,-0.00122129265219,0.004226438701153,-0.000497616827488,-0.001821041107178,-0.006290744058788,-0.010392056778073,-0.784931361675262,0.619463682174683,-0.022750608623028,-0.00852032750845,-0.999704837799072,0,0,0,-1,5
26,116346.885818542,-0.02069091796875,-0.002700805664063,-1.00138854980469,116346.878890542,0.012770123743039,0.000852211548825,0.012999688229004,116346.873885542,-1.8053357862522,-0.022726710198099,0.008532682109512,0.000971225090325,0.000969997607172,-0.000114749185741,0.001559987664223,0.006289537064731,-0.0013627409935,-0.00627686502412,-0.010388363152742,-0.784954726696014,0.619434297084808,-0.022723926231265,-0.008532578125596,-0.999705374240875,0,0,0,-1,5
27,116346.945480542,-0.018905639648438,-0.005966186523438,-1.00166320800781,116346.913650542,0.011740545665614,0.004062119610698,0.014074273728851,116346.943496542,-1.80525312101827,-0.022704168869411,0.008554077986965,0.002056729048491,0.002021946012974,-9.66396182775497E-05,0.004131441935897,0.00232838653028,-0.002796769142151,-0.006260962691158,-0.010390037670732,-0.784929215908051,0.619466602802277,-0.022701388224959,-0.008553973399103,-0.999705672264099,0,0,0,-1,5
28,116347.005141542,-0.019012451171875,-0.00457763671875,-1.00166320800781,116346.983260542,0.012808473262736,0.002988333059178,0.011940549063479,116346.978317542,-1.80529668925984,-0.022684093663576,0.008572355355077,0.000962436199188,-9.28700901567936E-05,-0.001190666109324,0.004218179732561,0.00082078576088,-0.002399742603302,-0.006247648503631,-0.010390856303275,-0.784942805767059,0.619449496269226,-0.022681314498186,-0.00857225060463,-0.999705970287323,0,0,0,-1,5
29,116347.064803542,-0.021133422851563,-0.002731323242188,-1.00077819824219,116347.052871542,0.012785836393471,0.001918541249293,0.013005280867293,116347.047927542,-1.80532402531944,-0.022716522865476,0.008520968744597,0.000962436199188,-9.28700901567936E-05,-0.001190666109324,0.002175414934754,0.005926871672273,-0.000553727149963,-0.006276434287429,-0.010380648076534,-0.784951090812683,0.619439005851746,-0.022713745012879,-0.008520865812898,-0.999705672264099,0,0,0,-1,5
30,116347.124465542,-0.018768310546875,-0.004989624023438,-0.999038696289062,116347.122482542,0.012799684831139,0.001925465468127,0.010864631983087,116347.117538542,-1.80528833376575,-0.022720479281962,0.008576355687878,0.002032227814198,-0.000107251107693,-0.001178149133921,0.003644201904535,0.002961015328765,-0.000950992107391,-0.00626064511016,-0.01040372159332,-0.784940123558044,0.619452655315399,-0.02271768823266,-0.008576250635087,-0.999705135822296,0,0,0,-1,5
31,116347.184127542,-0.018585205078125,-0.006607055664063,-1.003173828125,116347.157302542,0.011707256151988,0.000870054728129,0.011916846929778,116347.152328542,-1.80532776529627,-0.022716362292193,0.008569874226431,0.000955511815846,-9.6332048997283E-05,-0.000120341777802,0.003594312816858,0.004785589873791,-0.004200994968414,-0.006261241622269,-0.010399779304862,-0.784952342510223,0.619437277317047,-0.022713573649526,-0.008569769561291,-0.999705255031586,0,0,0,-1,5
32,116347.243789542,-0.01995849609375,-0.004180908203125,-1.00096130371094,116347.226913542,0.010707239162664,0.005153216709303,0.010856376183708,116347.221938542,-1.80532329783793,-0.022768660355478,0.008505001883121,-8.28541815280914E-05,0.002050708513707,-0.000121673569083,0.003005739301443,0.003103288821876,-0.001577079296112,-0.006301838904619,-0.010390532203019,-0.78495067358017,0.619439125061035,-0.022765869274736,-0.008504899218678,-0.999704658985138,0,0,0,-1,5
33,116347.303481542,-0.020126342773438,-0.003326416015625,-1.0018310546875,116347.296523542,0.012832974344765,0.005117530350696,0.013022058782161,116347.291549542,-1.80533181056311,-0.022709120958469,0.008519663732607,-0.000112415291369,0.000977454241365,0.0020133825019,0.002061203122139,0.006078153848648,-0.000263631343842,-0.006273972801864,-0.010377818718553,-0.784953534603119,0.619436085224152,-0.022706344723702,-0.008519561029971,-0.999705851078033,0,0,0,-1,5
34,116347.363143542,-0.018234252929688,-0.004226684570313,-1.00355529785156,116347.331313542,0.011754394103283,0.004069043829532,0.011933624844645,116347.361129542,-1.80531253899544,-0.022722516062329,0.008486480664288,-0.00115957017988,0.002061627339572,0.000936133787036,0.004546523094177,0.0031305430457,-0.002918660640717,-0.006289409473538,-0.010369005613029,-0.784947454929352,0.619443714618683,-0.02271974273026,-0.00848637893796,-0.999705851078033,0,0,0,-1,5
35,116347.422801042,-0.019683837890625,-0.005691528320313,-0.999191284179688,116347.400924542,0.010691526512232,0.004086887008836,0.010850783545419,116347.395950542,-1.80533790038175,-0.022714365080665,0.008486767721245,0.000978148542345,0.000973459798843,-0.001185073517263,0.00359233096242,0.001955904066563,-0.003345727920532,-0.006286254152656,-0.010366514325142,-0.784955322742462,0.619433701038361,-0.022711593657732,-0.008486665785313,-0.999706029891968,0,0,0,-1,5
36,116347.482463042,-0.020217895507813,-0.002517700195313,-1.00112915039063,116347.470531042,0.010648116986464,0.003006708870699,0.015126488675541,116347.465556042,-1.80529790683622,-0.022694386552876,0.008478602192021,-0.00027303211391,-0.001139625208452,0.003125504590571,0.002794161438942,0.006815292872489,-3.40342521667481E-05,-0.006280735135078,-0.010357247665525,-0.784942984580994,0.619449555873871,-0.022691622376442,-0.008478500880301,-0.999706566333771,0,0,0,-1,5
37,116347.542125042,-0.019485473632813,-0.006484985351563,-1.00154113769531,116347.540141042,0.012822321700405,0.002995257278012,0.009799900179274,116347.535167042,-1.80526315731218,-0.022685187031328,0.008476398838205,0.000847093760967,-7.03660771250725E-05,-0.002208007499576,0.003654716536403,0.002616922371089,-0.00236839056015,-0.006277626380324,-0.010353642515838,-0.784932255744934,0.619463324546814,-0.02268242649734,-0.008476297371089,-0.99970680475235,0,0,0,-1,5
38,116347.601787042,-0.0196533203125,-0.0035400390625,-1.00067138671875,116347.574962042,0.011754394103283,0.004069043829532,0.011933624844645,116347.569957042,-1.80531060706486,-0.022655377543519,0.008476807496808,-0.000213909894228,0.001006882637739,-0.001144607551396,0.003731727600098,0.003502340987325,-0.001986265182495,-0.006266046781093,-0.010344421491027,-0.784947037696838,0.619444787502289,-0.022652626037598,-0.0084767062217,-0.999707460403442,0,0,0,-1,5
39,116347.661449042,-0.019805908203125,-0.003829956054688,-1.00119018554688,116347.644572042,0.011724833015183,0.00299578991023,0.014068681090562,116347.639567042,-1.8052542105839,-0.0226405774701,0.008415262842149,-0.00022775772959,0.000999958254397,0.000996041111648,0.002603050321341,0.003410279750824,-0.002778887748718,-0.00627901032567,-0.010315861552954,-0.784929513931274,0.619467437267303,-0.022637842223048,-0.008415163494647,-0.999708294868469,0,0,0,-1,5
40,116347.721110042,-0.019500732421875,-0.004837036132813,-1.00155639648438,116347.714183042,0.011731757234017,0.002999252019647,0.012998356648459,116347.709178042,-1.8052507216644,-0.022607524370278,0.008429729294898,0.000848958268762,0.000989039428532,-6.17662444710731E-05,0.003851743414998,0.0032111229375,-0.002152621746063,-0.006261539179832,-0.010311312042177,-0.784928560256958,0.619468867778778,-0.022604795172811,-0.008429629728198,-0.999708950519562,0,0,0,-1,5
41,116347.780772042,-0.019088745117188,-0.005233764648438,-1.00154113769531,116347.748942042,0.010639328554867,0.001943841279649,0.014050571595149,116347.778789042,-1.80524651983157,-0.022626008445165,0.00839665948389,-0.00022083427757,0.001003420446068,-7.42832198739052E-05,0.003442982211709,0.002781325951219,-0.00082528591156,-0.006279016844928,-0.010304072871804,-0.784927129745483,0.619470536708832,-0.022623280063272,-0.008396561257541,-0.999708771705627,0,0,0,-1,5
42,116347.840434042,-0.019760131835938,-0.004013061523438,-1.00117492675781,116347.818553042,0.012831110132002,0.004058124869063,0.010875817259666,116347.813609042,-1.80524628346238,-0.02261337362434,0.008405441883996,0.001925674267113,0.000978120602667,-0.00111957360059,0.003933889791369,0.002820625901222,-0.001069188117981,-0.006271334830672,-0.010303606279194,-0.784927129745483,0.619470775127411,-0.02261064760387,-0.008405342698097,-0.999709010124206,0,0,0,-1,5
43,116347.900096042,-0.019058227539063,-0.004043579101563,-1.00155639648438,116347.888164042,0.010668889642967,0.003017095198951,0.011915515349233,116347.883220042,-1.80525035493095,-0.022528998832101,0.008425531784519,-0.000243471004069,-6.6371401771903E-05,0.000990448519588,0.001926928758621,0.003969864919782,-0.001937210559845,-0.006232019513845,-0.010285343974829,-0.784928679466248,0.619469404220581,-0.022526293992996,-0.008425432257354,-0.999710738658905,0,0,0,-1,5
44,116347.959758042,-0.01849365234375,-0.006851196289063,-1.00028991699219,116347.957774042,0.01281539748157,0.002991795168595,0.010870224621377,116347.952830042,-1.80526545426443,-0.022553989569175,0.008449245679696,0.000840169377625,-7.38282687962055E-05,-0.001137683168054,0.002562258392572,0.001796312630177,-0.002609372138977,-0.006234558764845,-0.010302343405783,-0.78493332862854,0.619463264942169,-0.022551272064447,-0.008449145592749,-0.999709963798523,0,0,0,-1,5
45,116348.019420042,-0.021530151367188,-0.003128051757813,-1.00221252441406,116347.992595042,0.010677678074564,0.004079962790001,0.012991432429625,116347.987620042,-1.80525694075577,-0.022530232478805,0.008455622880471,-0.00022775772959,0.000999958254397,0.000996041111648,0.0029352363199,0.00334382802248,-0.003036141395569,-0.00622321665287,-0.010297514498234,-0.784930765628815,0.619466602802277,-0.02252752147615,-0.008455522358418,-0.999710440635681,0,0,0,-1,5
46,116348.079082042,-0.01873779296875,-0.005599975585938,-0.998764038085938,116348.062205042,0.010668889642967,0.003017095198951,0.011915515349233,116348.057231042,-1.80522842796045,-0.022518791825549,0.008435766071216,-0.001306338235736,-4.85281925648451E-05,-9.23927873373032E-05,0.002679660916328,0.005490720272064,-0.001204609870911,-0.006224730052054,-0.0102862669155,-0.784921944141388,0.619478046894074,-0.022516086697579,-0.008435665629804,-0.999710917472839,0,0,0,-1,5
47,116348.138774042,-0.018814086914063,-0.004547119140625,-1.00166320800781,116348.131816042,0.013892113510289,0.002980876208126,0.009812417036397,116348.126811042,-1.80525650104978,-0.022534860302283,0.008395949114702,-0.000236546620727,-6.290921010077E-05,-7.98758119344711E-05,0.002405814826489,0.003070533275604,-0.002165973186493,-0.006243513897061,-0.01027553062886,-0.784930527210236,0.619467258453369,-0.022532159462571,-0.008395850658417,-0.999710857868195,0,0,0,-1,5
