loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),deviceOrientation(Z)
146,116354.045466542,-0.01806640625,-0.004608154296875,-1.00260925292969,116354.013666542,0.01170406035868,0.002985403581979,0.01727965441687,116354.043482542,-1.80554022212773,-0.022668780530841,0.008366907918611,-0.000166926532984,0.001988096628338,0.006342490203679,0.005393095314503,0.003590809181333,-0.000185132026672,-0.006306532304734,-0.010304719209671,-0.785017907619476,0.619355261325836,-0.022666046395898,-0.008366810157895,-0.99970805644989,0,0,0,-1,5
147,116354.105128542,-0.016464233398438,-0.002716064453125,-1.00334167480469,116354.083277542,0.014998923259326,0.008277370984075,0.016274843737583,116354.078303542,-1.80535145889146,-0.022557332116529,0.008500995381748,0.006297097541392,0.004041393753141,0.004288126714528,0.005266396328807,0.00488455966115,-0.000534653663635,-0.006220285780728,-0.010323420166969,-0.784960031509399,0.619429051876068,-0.022554604336619,-0.008500892668962,-0.999709486961365,0,0,0,-1,5
148,116354.164789542,-0.017578125,-0.0048828125,-1.00218200683594,116354.152857542,0.009661948434807,0.007296795070708,0.011925369045266,116354.147913542,-1.80523151667937,-0.022441725680864,0.008666315837545,-0.000148017890751,0.000939077232033,0.000985275022686,0.00466251000762,0.003874946385622,-0.005614638328552,-0.00612308178097,-0.010352862067521,-0.784923553466797,0.619475901126862,-0.022438999265432,-0.00866620708257,-0.99971067905426,0,0,0,-1,5
149,116354.224482542,-0.017974853515625,-0.006240844726563,-0.99951171875,116354.222468542,0.010680873867872,0.001964613936151,0.007628624942532,116354.217524542,-1.80531055782087,-0.022539900966403,0.008418331043349,-0.002291330136359,-0.001150971511379,-0.003332241438329,0.005126915872097,0.003138691186905,0.001312732696533,-0.006238838657737,-0.010285707190633,-0.784947276115418,0.619445741176605,-0.02253719419241,-0.008418231271207,-0.999710559844971,0,0,0,-1,5
150,116354.284144542,-0.018524169921875,-0.005630493164063,-1.00459289550781,116354.257288542,0.009597233620319,0.001972070787204,0.009756756969614,116354.252314542,-1.80541013938858,-0.022569673761427,0.008324534088481,-0.001228462904692,-0.001168814720586,-0.002249400131404,0.003737630322576,0.001747900620103,-0.004699110984802,-0.006280088797212,-0.01025780569762,-0.784977853298187,0.619407057762146,-0.022566976025701,-0.008324437774718,-0.99971067905426,0,0,0,-1,5
151,116354.343806542,-0.019973754882813,-0.005020141601563,-0.998199462890625,116354.326899542,0.010660101211369,0.0019542276079,0.010839598268841,116354.321924542,-1.80562086257592,-0.022612232496145,0.00826956499476,-0.001210886053741,0.00095692044124,-9.75662842392921E-05,0.002712070941925,0.004180114716291,-0.001846253871918,-0.00631489790976,-0.010248747654259,-0.785042881965637,0.619324505329132,-0.022609531879425,-0.008269471116364,-0.999710142612457,0,0,0,-1,5
152,116354.403467542,-0.022445678710938,-0.003997802734375,-1.00236511230469,116354.396509542,0.008463259628163,0.000895887390703,0.017230918568922,116354.391535542,-1.8054952218487,-0.022597478291699,0.008216910651716,-0.002371225506067,-0.003307865699753,0.004148843698204,0.001324038952589,0.002967794425786,-0.000182271003723,-0.00632477318868,-0.010223910212517,-0.785003900527954,0.61937403678894,-0.022594792768359,-0.008216817863286,-0.999710917472839,0,0,0,-1,5
153,116354.463127542,-0.021514892578125,-0.006134033203125,-1.00254821777344,116354.431297542,0.012780776387399,0.00297448462151,0.016221846831891,116354.461144542,-1.80520707908054,-0.02258625858536,0.008172273289754,0.000923638232052,0.001984101720154,0.003144033253193,0.001389127224684,0.0030757477507,-0.003035008907318,-0.006332724355161,-0.010203829035163,-0.784914612770081,0.619487464427948,-0.022583583369851,-0.008172182366252,-0.999711573123932,0,0,0,-1,5
154,116354.522789542,-0.0218505859375,-0.005645751953125,-1.00257873535156,116354.500908542,0.016044213987182,0.006133792622671,0.015205850876026,116354.495964542,-1.80505022719863,-0.022518662764217,0.008246836731843,0.001986191608012,0.00197340361774,0.004225997254252,0.002069216221571,0.001700723543763,-0.002576351165771,-0.006282295566052,-0.010212644934654,-0.784866392612457,0.619549036026001,-0.022515993565321,-0.008246743120253,-0.999712467193604,0,0,0,-1,5
155,116354.582451542,-0.020751953125,-0.007110595703125,-1.0025634765625,116354.570519542,0.01387320506655,0.004029895361508,0.0151696318852,116354.565575542,-1.80478844466034,-0.022393244932618,0.008418762580797,0.000884974375367,-0.000144874677062,0.004202295094728,0.000738358125091,0.003093345090747,-0.000865995883942,-0.006178473588079,-0.010242067277432,-0.784785985946655,0.619651317596435,-0.022390579804778,-0.008418663404882,-0.999713838100433,0,0,0,-1,5
156,116354.642113542,-0.020980834960938,-0.006256103515625,-1.00270080566406,116354.640129542,0.010639328554867,0.001943841279649,0.014050571595149,116354.635155542,-1.80463159116716,-0.022392157146828,0.008448205067698,-0.002335053868592,-0.002224004361779,0.00094258505851,0.001561239361763,0.001566391438246,-0.000347435474396,-0.006168117281049,-0.010253765620291,-0.784737467765808,0.619712889194489,-0.022389486432076,-0.008448104374111,-0.999713599681854,0,0,0,-1,5
157,116354.701775542,-0.02191162109375,-0.006240844726563,-1.00210571289063,116354.674950542,0.009637447352779,0.00516759777919,0.010843859326585,116354.669945542,-1.80460038698888,-0.022392983456428,0.008432045150121,-0.001211199909449,0.000964065548033,-9.84445214271545E-05,0.001531552523375,0.002069030888379,-0.001476466655731,-0.006173290777951,-0.010247778147459,-0.78472775220871,0.619725108146668,-0.022390315309167,-0.008431944996119,-0.999713718891144,0,0,0,-1,5
158,116354.761437542,-0.022201538085938,-0.005325317382813,-1.00138854980469,116354.744560542,0.00961294627075,0.003038400487671,0.009762349607903,116354.739556542,-1.80467693319194,-0.022446461874536,0.008330527093713,-0.003345723263919,-6.3115730881691E-05,-0.003340044058859,0.001966502517462,0.002791490405798,-0.002529621124268,-0.006226125638932,-0.010224281810224,-0.784751117229462,0.619695365428925,-0.022443797439337,-0.008330430835485,-0.99971342086792,0,0,0,-1,5
159,116354.821098542,-0.022674560546875,-0.004974365234375,-1.00123596191406,116354.814171542,0.011797803629051,0.005149221967668,0.007657919714523,116354.809166542,-1.80485156419446,-0.022478387427567,0.008231935141151,-0.000120635144413,0.000960070639849,-0.00329690054059,0.000152124091983,0.004371368326247,-0.001141011714935,-0.006270094774663,-0.010194944217801,-0.784804940223694,0.619627237319946,-0.02247573249042,-0.008231841959059,-0.999713480472565,0,0,0,-1,5
160,116354.880760542,-0.021377563476563,-0.007598876953125,-1.00296020507813,116354.848961542,0.012843094356907,0.003005643606263,0.006588926852965,116354.878777542,-1.80518280622364,-0.022403568692145,0.008283581871954,-0.00011371076107,0.00096353283152,-0.004367225337774,0.00145060941577,0.000806679949164,-0.004191517829895,-0.006226421333849,-0.010190998204053,-0.784907877445221,0.619497299194336,-0.022400926798582,-0.008283487521112,-0.999714732170105,0,0,0,-1,5
161,116354.940422542,-0.020980834960938,-0.006851196289063,-1.00022888183594,116354.918541542,0.010689662299469,0.003027481527202,0.008704542022924,116354.913597542,-1.80533769742687,-0.022424717128614,0.008283491816114,-0.000136347487569,-0.000106258783489,-0.003302493132651,0.000922434031963,0.003110667690635,-0.001430153846741,-0.006235537584871,-0.010197030380368,-0.78495579957962,0.619436502456665,-0.022422067821026,-0.008283397182822,-0.999714255332947,0,0,0,-1,5
162,116355.000084542,-0.020065307617188,-0.006912231445313,-1.00257873535156,116354.988152542,0.010673949649038,0.001961151826734,0.008698949384635,116354.983208542,-1.80554463584897,-0.022439768730149,0.008174926182668,-0.000120635144413,0.000960070639849,-0.00329690054059,0.001883547753096,0.000987946987152,-0.001338005065918,-0.006276125088334,-0.010158436372876,-0.785019636154175,0.619355797767639,-0.022437136620283,-0.008174834772944,-0.999714851379394,0,0,0,-1,5
163,116355.059746542,-0.020477294921875,-0.005630493164063,-0.998931884765625,116355.057762542,0.012832974344765,0.005117530350696,0.013022058782161,116355.052818542,-1.80560218563532,-0.022467459098045,0.008086530636757,0.002006963826716,0.001983790192753,0.001015023328364,0.001483999192715,0.003234148025513,-0.002680718898773,-0.006314661353827,-0.010132135823369,-0.785037219524383,0.619333684444428,-0.022464834153652,-0.008086442947388,-0.999714910984039,0,0,0,-1,5
164,116355.119438542,-0.020355224609375,-0.003753662109375,-1.00227355957031,116355.092583542,0.014949921095269,0.004018976401039,0.014111824300221,116355.087609542,-1.80555282054374,-0.022414951041216,0.008124932501139,0.000914535485208,0.000928379129618,0.002067238092422,0.001355204731226,0.003394618630409,-0.004800796508789,-0.006281910464168,-0.010131103917956,-0.785022139549255,0.619352877140045,-0.022412333637476,-0.008124843239784,-0.999715805053711,0,0,0,-1,5
165,116355.179100542,-0.0194091796875,-0.00390625,-1.00270080566406,116355.162193542,0.0149360726576,0.004012052182204,0.016252473184427,116355.157219542,-1.80530079748238,-0.022376050893793,0.008198417085281,0.003040270879865,0.000892692711204,0.004232920706272,0.002811662852764,0.002979818731546,-0.000558614730835,-0.006242603063583,-0.01014868542552,-0.784944355487824,0.619451642036438,-0.022373432293534,-0.008198325522244,-0.99971604347229,0,0,0,-1,5
166,116355.238762542,-0.018035888671875,-0.0050048828125,-1.00099182128906,116355.231804542,0.014942996876435,0.004015514291621,0.015182148742324,116355.226830542,-1.80496876550803,-0.022330570835409,0.008269299096536,0.004125775769353,0.001944641582668,0.004251029342413,0.004292063415051,0.004393472336233,-0.000695466995239,-0.006201109848917,-0.010163445957005,-0.784841775894165,0.619581758975983,-0.022327952086926,-0.008269204758108,-0.999716520309448,0,0,0,-1,5
167,116355.298424542,-0.01580810546875,-0.003860473632813,-1.00205993652344,116355.266594542,0.011754394103283,0.004069043829532,0.011933624844645,116355.296440542,-1.80497015669582,-0.022257405504013,0.008324539658893,-7.53616914153099E-05,0.003099654335529,-0.005426364485174,0.006461950019002,0.004479227587581,-0.003395140171051,-0.006155288778245,-0.010162451304495,-0.784842550754547,0.619581401348114,-0.02225479669869,-0.008324443362653,-0.999717652797699,0,0,0,-1,5
168,116355.358086542,-0.019500732421875,-0.005599975585938,-1.00083923339844,116355.336205542,0.010658236998606,0.000894822126267,0.008693356746346,116355.331261542,-1.80515648317647,-0.022241751420803,0.008328486036145,-0.001244489103556,-0.002227999269962,-0.002255870960653,0.004798350855708,0.004010152071714,-0.002753913402557,-0.006148871034384,-0.010158577933908,-0.784900307655335,0.61950820684433,-0.022239146754146,-0.008328389376402,-0.999718010425568,0,0,0,-1,5
169,116355.417734,-0.019454956054688,-0.0052490234375,-1.00057983398438,116355.405815542,0.009624930495655,0.001985919224872,0.005475459201203,116355.400841542,-1.80551818074644,-0.022282039815358,0.008213272430664,-0.001185366883874,-8.14914237707853E-05,-0.006525983568281,0.004075709730387,0.002353806048632,-0.003669381141663,-0.006202204618603,-0.010124723426998,-0.785012006759644,0.619366765022278,-0.022279445081949,-0.008213180117309,-0.999718070030212,0,0,0,-1,5
170,116355.477396,-0.019683837890625,-0.004714965820313,-1.00320434570313,116355.475412,0.010684602293398,0.004083424899419,0.011921107987522,116355.470438,-1.80570994708569,-0.022371147470444,0.008092749204842,-0.000141408294439,0.000949684530497,-8.59275460243225E-05,0.002654194831848,0.003835459239781,-0.001198470592499,-0.006275476422161,-0.010104414075613,-0.785070896148681,0.61929178237915,-0.022368548437953,-0.008092660456896,-0.999717056751251,0,0,0,-1,5
171,116355.537057,-0.021270751953125,-0.004806518554688,-1.00164794921875,116355.510232,0.010646252773701,0.001947303389066,0.012980247153046,116355.505228,-1.80571426821494,-0.02237768234655,0.008058650000484,-0.002313515171409,-0.001185872592032,-0.000125221908092,0.001897793263197,0.002901092171669,-0.002403795719147,-0.006288623437285,-0.010093039833009,-0.785072147846222,0.619290232658386,-0.022375088185072,-0.008058562874794,-0.999717175960541,0,0,0,-1,5
172,116355.596719,-0.021163940429688,-0.005386352539063,-1.00117492675781,116355.579843,0.012773852168565,0.002971022512092,0.017292171273994,116355.574838,-1.80551216721783,-0.022345418539532,0.008003562690898,-0.0001928396523,-0.000165615463629,0.005257027223706,0.000919504091144,0.004020933061838,-0.002936720848084,-0.006292001344264,-0.010062063112855,-0.785009562969208,0.619370043277741,-0.022342843934894,-0.008003477007151,-0.999718308448792,0,0,0,-1,5
173,116355.656381,-0.020462036132813,-0.006118774414063,-1.00146484375,116355.649454,0.014958709526866,0.005081843992089,0.015187741380613,116355.644449,-1.80516834212056,-0.022203100956384,0.008172639496352,0.000931014306843,0.003022454679012,0.004215996712446,0.002592992037535,0.001809633336961,-0.003789365291595,-0.006182041484863,-0.010085411369801,-0.784903824329376,0.619504690170288,-0.022200535982847,-0.008172548376024,-0.99972015619278,0,0,0,-1,5
174,116355.716043,-0.020462036132813,-0.00689697265625,-1.00579833984375,116355.684213,0.014944861089198,0.005074919773255,0.017328390264819,116355.714059,-1.8048465459975,-0.02210649154532,0.008326320575971,-0.000177127309144,0.000900714192539,0.005262618884444,0.001184124499559,0.000834157690406,-0.005726397037506,-0.006094891577959,-0.010116775520146,-0.784804701805115,0.619630515575409,-0.022103924304247,-0.008326224051416,-0.999720990657806,0,0,0,-1,5
175,116355.775705,-0.020706176757813,-0.00592041015625,-1.00048828125,116355.753824,0.011724833015183,0.00299578991023,0.014068681090562,116355.74888,-1.80472083961138,-0.022122519475728,0.008362487409162,-0.000194704160094,-0.001225020969287,0.003110785037279,0.000925485044718,0.002640344202518,-0.001103639602661,-0.006089336704463,-0.010136314667761,-0.784765779972076,0.619679629802704,-0.022119941189885,-0.008362390100956,-0.999720335006714,0,0,0,-1,5
176,116355.835367,-0.02056884765625,-0.005844116210938,-1.00086975097656,116355.823434,0.009592173614247,0.00302801415942,0.012973322934212,116355.818491,-1.80460414115136,-0.022146263093856,0.008297503681512,-0.002327363006771,-0.001192796742544,0.002015426754951,0.001147598028183,0.001980270259082,-0.000996768474579,-0.006118200719357,-0.010118531994522,-0.784729421138763,0.619725584983826,-0.022143689915538,-0.008297408930957,-0.999720394611358,0,0,0,-1,5
177,116355.895029,-0.021942138671875,-0.0042724609375,-1.00224304199219,116355.893045,0.012806609049973,0.001928927577544,0.009794307540984,116355.888101,-1.80466759970867,-0.022196876404385,0.0081933380917,-0.002283954061568,-0.000112618552521,-0.002260277979076,-0.000114040449262,0.003493539988995,-0.00140905380249,-0.006170661188662,-0.010093151591718,-0.784748733043671,0.619700968265533,-0.022194309160113,-0.008193246088922,-0.999720096588135,0,0,0,-1,5
178,116355.95469,-0.02142333984375,-0.00518798828125,-1.0008544921875,116355.927866,0.011790879410217,0.005145759858251,0.008728244156626,116355.922891,-1.80477763121794,-0.022207817220456,0.008197151249656,0.000986408442259,0.003050151281059,-0.004346598405391,0.001499067991972,0.003680458292365,-0.001165151596069,-0.006174325477332,-0.010097697377205,-0.784782826900482,0.619657933712006,-0.02220524661243,-0.008197059854865,-0.999719858169556,0,0,0,-1,5
179,116356.014383,-0.02166748046875,-0.005538940429688,-1.00138854980469,116355.997476,0.011741877246159,0.000887365275214,0.006565224719263,116355.992502,-1.80510324267568,-0.022196513325782,0.008198789388736,0.000939270481467,-0.000148837687448,-0.004363376181573,0.000923193991184,0.002186734229326,-0.002614557743073,-0.00617102580145,-0.010093833319843,-0.784883737564087,0.619530200958252,-0.022193944081664,-0.008198697119951,-0.99972003698349,0,0,0,-1,5
180,116356.074045,-0.019760131835938,-0.007568359375,-1.00259399414063,116356.067087,0.010703510737138,0.003034405746036,0.006563893138718,116356.062112,-1.80547036176277,-0.022219518546753,0.008160200272157,0.000930481590331,-0.001211705268361,-0.005439293570817,0.002044830471277,0.000133987516165,-0.001027822494507,-0.00619386183098,-0.01008468028158,-0.784997284412384,0.619386076927185,-0.022216951474547,-0.008160109631717,-0.999719858169556,0,0,0,-1,5
181,116356.133707,-0.021560668945313,-0.00531005859375,-1.00271606445313,116356.101877,0.009595369407556,0.00091266530557,0.007610515447119,116356.131692,-1.8057728148636,-0.022302869488357,0.008065110965549,-0.002261316403747,0.000957173295319,-0.003325009718537,0.001090578734875,0.002861777320504,-0.003607630729675,-0.00625755218789,-0.010072227567434,-0.785090506076813,0.619267463684082,-0.02230029553175,-0.008065023459494,-0.99971878528595,0,0,0,-1,5
182,116356.193368,-0.020599365234375,-0.004531860351563,-1.0003662109375,116356.171487,0.010660101211369,0.0019542276079,0.010839598268841,116356.166543,-1.80586858009615,-0.022316778865958,0.008010990912849,-0.003346821293235,-9.47755761444569E-05,-0.003343119286001,0.001318115741014,0.002288859337568,-0.003210783004761,-0.006280253175646,-0.010054990649223,-0.785120010375977,0.619230091571808,-0.02231421135366,-0.008010905236006,-0.999718904495239,0,0,0,-1,5
183,116356.25303,-0.020843505859375,-0.004669189453125,-1.00119018554688,116356.241098,0.013857492416118,0.00296356566104,0.015164039246911,116356.236124,-1.80579232916196,-0.022350229139172,0.007939775425856,0.003030383959413,-0.000201834598556,0.003153928555548,0.00156519189477,0.004079218953848,-0.00086110830307,-0.006315052974969,-0.0100376335904,-0.785096168518066,0.619260311126709,-0.02234766446054,-0.007939691655338,-0.999718725681305,0,0,0,-1,5
184,116356.312692,-0.0198974609375,-0.005462646484375,-1.00152587890625,116356.310709,0.014944861089198,0.005074919773255,0.017328390264819,116356.305734,-1.80549572398323,-0.022249424817004,0.008147395841173,0.004108964465559,0.000846651848406,0.004242362454534,0.002791894599795,0.003050870262086,-0.001241981983185,-0.006209692917764,-0.010088837705553,-0.785005033016205,0.619376122951508,-0.022246850654483,-0.008147305808961,-0.999719321727753,0,0,0,-1,5
185,116356.372354,-0.019821166992188,-0.005889892578125,-1.00276184082031,116356.345529,0.013861220841645,0.005082376624307,0.019456522291901,116356.340524,-1.80531213396524,-0.022164372455383,0.008227591742953,0.003047960810363,0.00192390056327,0.005305763334036,0.002966251224279,0.003848225809634,-0.001698553562164,-0.006150544155389,-0.010094537399709,-0.784948587417603,0.619448184967041,-0.022161807864904,-0.008227499201894,-0.999720513820648,0,0,0,-1,5
186,116356.43201225,-0.017807006835938,-0.004989624023438,-1.00306701660156,116356.41513625,0.010677678074564,0.004079962790001,0.012991432429625,116356.41013125,-1.80493503811875,-0.022114968357674,0.008300725448593,0.000913437455893,0.000896719284356,0.002064162865281,0.004595313221216,0.00273117236793,-0.000187397003174,-0.006106594577432,-0.010109088383615,-0.784832060337067,0.619596004486084,-0.022112403064966,-0.008300630375743,-0.999721050262451,0,0,0,-1,5
187,116356.49167425,-0.018997192382813,-0.005996704101563,-1.00090026855469,116356.48474625,0.011768242540951,0.004075968048366,0.009792975960439,116356.47974125,-1.80493502333239,-0.022097396986201,0.008244312146145,-0.002275165170431,0.000950248911977,-0.001184361055493,0.003173949196935,0.001713457517326,-0.002963662147522,-0.006117178592831,-0.010081509128213,-0.784832000732422,0.619596362113953,-0.022094847634435,-0.008244218304753,-0.999721884727478,0,0,0,-1,5
188,116356.55133625,-0.0186767578125,-0.005081176757813,-1.00230407714844,116356.51950625,0.008541290248102,0.001993376075924,0.007603591228285,116356.54935225,-1.80524367454295,-0.022138699325935,0.008119732546259,-0.002231736667454,0.000935613876209,-0.007601038087159,0.003169486299157,0.00395399518311,-4.91142272949219E-05,-0.00617353618145,-0.010044468566775,-0.784927248954773,0.619475662708283,-0.022136161103845,-0.00811964366585,-0.999722003936768,0,0,0,-1,5
189,116356.61099725,-0.019882202148438,-0.003250122070313,-1.00228881835938,116356.58911625,0.00637028132747,-0.000110521185238,0.00756737223746,116356.58417325,-1.80546204773393,-0.022156954259163,0.00805942001182,-0.004477580543607,-0.004381121136248,-0.003372737206519,0.00199756026268,0.003329109400511,-0.0021852850914,-0.00620047794655,-0.010025776922703,-0.784994721412659,0.619390249252319,-0.022154422476888,-0.008059333078563,-0.999722063541412,0,0,0,-1,5
190,116356.67065925,-0.02081298828125,-0.004776000976563,-1.00105285644531,116356.65872725,0.011743741458923,0.001946770756848,0.008711466241758,116356.65378325,-1.80572525378365,-0.02225126704737,0.007947959396078,-0.002297783270478,-0.001214356161654,-0.002260601148009,0.002763254567981,0.003461792133749,-0.002964675426483,-0.006273335777223,-0.010010414756835,-0.785075724124908,0.619287073612213,-0.022248728200793,-0.007947876118124,-0.999720871448517,0,0,0,-1,5
191,116356.73032125,-0.020172119140625,-0.005279541015625,-1.00283813476563,116356.72833825,0.010677678074564,0.004079962790001,0.012991432429625,116356.72339425,-1.80576558268804,-0.022265477351567,0.007954124640727,0.000922244973481,0.000864773755893,0.000999107956886,0.002319697290659,0.001987854018807,-0.001744329929352,-0.006277206353843,-0.010017108172178,-0.785088181495667,0.619271159172058,-0.022262932732701,-0.007954040542245,-0.999720513820648,0,0,0,-1,5
192,116356.78998325,-0.020248413085938,-0.00592041015625,-1.00263977050781,116356.76315825,0.0149656337457,0.005085306101506,0.01411741693851,116356.75818425,-1.80569509107533,-0.022247983899166,0.007997376796634,0.003070617094636,0.00189887941815,0.002100058831275,0.002027541399002,0.001802223734558,-0.00163745880127,-0.006256592459977,-0.010028889402747,-0.785066485404968,0.6192986369133,-0.022245436906815,-0.00799729116261,-0.999720573425293,0,0,0,-1,5
193,116356.84964525,-0.020126342773438,-0.00689697265625,-1.00265502929688,116356.83276925,0.012803413256665,0.004044276431394,0.015157115028077,116356.82779425,-1.80544095229315,-0.022161066617133,0.008121469512153,-0.000152606517076,0.001935098087415,0.004203157499433,0.002367872744799,0.001209149137139,-0.002124845981598,-0.006182767916471,-0.010051468387246,-0.784988284111023,0.61939811706543,-0.022158522158861,-0.008121380582452,-0.999721467494965,0,0,0,-1,5
194,116356.90930725,-0.020156860351563,-0.00732421875,-1.003173828125,116356.90237925,0.011710984577515,0.002988865691396,0.016209329974767,116356.89737425,-1.80514370609028,-0.022153193872949,0.008119590552342,0.001955551095307,-0.000226323259994,0.004217006266117,0.001474991440773,0.001512445509434,-0.000781893730164,-0.006178765092045,-0.010049210861325,-0.78489625453949,0.619514942169189,-0.022150652483106,-0.008119501173496,-0.999721646308899,0,0,0,-1,5
195,116356.96899925,-0.021209716796875,-0.004714965820313,-1.00184631347656,116356.93716925,0.010648116986464,0.003006708870699,0.015126488675541,116356.96698525,-1.80494060114283,-0.022156025156308,0.00808400576236,-0.000147546641529,0.000879154773429,0.000986590981483,0.000150315463543,0.003399470821023,-0.001422524452209,-0.006189881823957,-0.010036752559245,-0.784833252429962,0.619594752788544,-0.022153489291668,-0.008083918131888,-0.999721884727478,0,0,0,-1,5
196,116357.02866125,-0.02459716796875,-0.00439453125,-0.98681640625,116357.00678025,0.010075537352097,-0.035384622455556,0.015995478139234,116357.00180625,-1.80488420005193,-0.022169666535014,0.008107417946942,-0.000163259916008,-0.00018717488274,0.000980998389423,-3.89851629734039E-06,0.002919340506196,-0.001957058906555,-0.006187696941197,-0.010050339624286,-0.784815788269043,0.619616746902466,-0.022167121991515,-0.008107328787446,-0.99972140789032,0,0,0,-1,5
